Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team,Division,Conference
,Cason Wallace22,G,21,"6' 3""",195 lbs,Kentucky,"$5,820,240",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Aaron Wiggins21,G,26,"6' 5""",190 lbs,Maryland,"$10,102,802",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Jalen Williams8,G,24,"6' 5""",211 lbs,Santa Clara,"$6,580,997",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Jaylin Williams6,F,23,"6' 9""",240 lbs,Arkansas,"$8,450,794",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Kenrich Williams34,G,30,"6' 7""",210 lbs,TCU,"$7,163,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Chris Youngblood3,G,23,"6' 4""",221 lbs,Alabama,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Deni Avdija8,F,24,"6' 8""",228 lbs,--,"$14,375,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Toumani Camara33,F,25,"6' 7""",230 lbs,Dayton,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Sidy Cissoko91,G,21,"6' 6""",220 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Donovan Clingan23,C,21,"7' 2""",280 lbs,UConn,"$7,178,400",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Javonte Cooke15,G,26,"6' 6""",182 lbs,Mars Hill,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Jerami Grant9,F,31,"6' 7""",213 lbs,Syracuse,"$32,000,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Yang Hansen16,C,20,"7' 1""",270 lbs,--,"$4,422,360",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Scoot Henderson00,G,21,"6' 3""",207 lbs,--,"$10,748,040",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Jrue Holiday5,G,35,"6' 4""",220 lbs,UCLA,"$32,400,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Damian Lillard0,G,35,"6' 2""",200 lbs,Weber State,"$14,104,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Caleb Love2,G,24,"6' 3""",212 lbs,Arizona,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Kris Murray24,F,25,"6' 8""",218 lbs,Iowa,"$3,132,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Duop Reath26,C,29,"6' 9""",245 lbs,LSU,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Rayan Rupert21,G,21,"6' 7""",205 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Shaedon Sharpe17,G,22,"6' 5""",210 lbs,Kentucky,"$8,399,983",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Matisse Thybulle4,G,28,"6' 5""",202 lbs,Washington,"$11,550,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Blake Wesley1,G,22,"6' 4""",190 lbs,Notre Dame,"$4,726,328",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Robert Williams III35,C,28,"6' 9""",249 lbs,Texas A&M,"$13,285,713",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers,Northwest,Western
,Kyle Anderson2,F,32,"6' 8""",230 lbs,UCLA,"$9,219,512",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Ace Bailey19,G,19,"6' 9""",200 lbs,Rutgers,"$9,069,840",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Walter Clayton Jr.13,G,22,"6' 4""",195 lbs,Florida,"$3,991,320",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Isaiah Collier8,G,21,"6' 4""",210 lbs,USC,"$2,638,200",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Kyle Filipowski22,F,21,"6' 11""",250 lbs,Duke,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Keyonte George3,G,21,"6' 4""",185 lbs,Baylor,"$4,278,960",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Elijah Harkless16,G,25,"6' 3""",195 lbs,UNLV,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Taylor Hendricks0,F,21,"6' 9""",215 lbs,UCF,"$6,127,080",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Walker Kessler24,C,24,"7' 2""",245 lbs,Auburn,"$4,878,938",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Kevin Love42,F,37,"6' 10""",251 lbs,UCLA,"$4,150,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Lauri Markkanen23,F,28,"7' 1""",240 lbs,Arizona,"$46,394,100",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Svi Mykhailiuk10,G,28,"6' 7""",205 lbs,Kansas,"$3,675,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Georges Niang31,F,32,"6' 6""",230 lbs,Iowa State,"$8,200,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Jusuf Nurkic30,C,31,"6' 11""",290 lbs,--,"$19,375,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Brice Sensabaugh28,F,21,"6' 6""",235 lbs,Ohio State,"$2,693,760",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,John Tonje17,F,24,"6' 4""",218 lbs,Wisconsin,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Oscar Tshiebwe34,C,25,"6' 8""",255 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Cody Williams5,F,20,"6' 8""",190 lbs,Colorado,"$5,742,480",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz,Northwest,Western
,Jimmy Butler III10,F,36,"6' 6""",230 lbs,Marquette,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Stephen Curry30,G,37,"6' 2""",185 lbs,Davidson,"$59,606,817",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Draymond Green23,F,35,"6' 6""",230 lbs,Michigan State,"$25,892,857",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Buddy Hield7,G,32,"6' 4""",220 lbs,Oklahoma,"$9,219,512",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Al Horford20,C,39,"6' 8""",240 lbs,Florida,"$5,685,000",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Trayce Jackson-Davis32,F,25,"6' 9""",245 lbs,Indiana,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Jonathan Kuminga1,F,23,"6' 7""",225 lbs,--,"$22,500,000",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,De'Anthony Melton8,G,27,"6' 2""",200 lbs,USC,"$3,080,921",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Moses Moody4,G,23,"6' 5""",211 lbs,Arkansas,"$11,574,074",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Gary Payton II0,G,32,"6' 2""",195 lbs,Oregon State,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Brandin Podziemski2,G,22,"6' 4""",205 lbs,Santa Clara,"$3,687,960",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Quinten Post21,C,25,"7' 0""",238 lbs,Boston College,"$1,935,377",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Will Richard3,G,22,"6' 3""",206 lbs,Florida,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Jackson Rowe44,F,28,"6' 6""",210 lbs,Cal State Fullerton,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Gui Santos15,F,23,"6' 7""",185 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Pat Spencer61,G,29,"6' 2""",205 lbs,Northwestern,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Alex Toohey22,F,21,"6' 8""",223 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors,Pacific,Western
,Nicolas Batum33,F,36,"6' 7""",230 lbs,--,"$5,601,600",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Bradley Beal0,G,32,"6' 4""",207 lbs,Florida,"$53,666,270",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Bogdan Bogdanovic10,G,33,"6' 5""",225 lbs,--,"$16,020,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Kobe Brown24,G,25,"6' 7""",250 lbs,Missouri,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Cam Christie12,G,20,"6' 5""",190 lbs,Minnesota,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,John Collins20,F,28,"6' 9""",226 lbs,Wake Forest,"$26,580,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Kris Dunn8,G,31,"6' 3""",205 lbs,Providence,"$5,426,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,James Harden1,G,36,"6' 5""",220 lbs,Arizona State,"$39,182,692",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Derrick Jones Jr.5,F,28,"6' 6""",210 lbs,UNLV,"$10,000,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Kawhi Leonard2,F,34,"6' 6""",225 lbs,San Diego State,"$50,000,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Brook Lopez11,C,37,"7' 1""",282 lbs,Stanford,"$8,750,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Jordan Miller22,G,25,"6' 5""",194 lbs,Miami,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Yanic Konan Niederhauser14,C,22,"6' 11""",242 lbs,Penn State,"$2,743,800",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Chris Paul3,G,40,"6' 0""",175 lbs,Wake Forest,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Kobe Sanders4,G,23,"6' 8""",207 lbs,Nevada,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Jahmyl Telfort19,F,24,"6' 7""",225 lbs,Butler,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Ivica Zubac40,C,28,"7' 0""",240 lbs,--,"$18,102,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers,Unknown,Unknown
,Deandre Ayton5,C,27,"7' 0""",252 lbs,Arizona,"$8,104,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Luka Doncic77,G,26,"6' 8""",230 lbs,--,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Rui Hachimura28,F,27,"6' 8""",230 lbs,Gonzaga,"$18,259,259",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Jaxson Hayes11,C,25,"7' 0""",220 lbs,Texas,"$3,449,324",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Bronny James9,G,21,"6' 2""",210 lbs,USC,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,LeBron James23,F,40,"6' 9""",250 lbs,--,"$52,627,153",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Maxi Kleber14,F,33,"6' 10""",240 lbs,--,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Dalton Knecht4,F,24,"6' 6""",215 lbs,Tennessee,"$4,010,160",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Christian Koloko10,C,25,"6' 11""",220 lbs,Arizona,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Jake LaRavia12,F,23,"6' 7""",235 lbs,Wake Forest,"$6,000,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Chris Manon30,G,23,"6' 4""",209 lbs,Vanderbilt,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Austin Reaves15,G,27,"6' 5""",197 lbs,Oklahoma,"$13,937,574",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Marcus Smart36,G,31,"6' 3""",220 lbs,Oklahoma State,"$5,134,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Nick Smith Jr.20,G,21,"6' 2""",185 lbs,Arkansas,"$2,710,680",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Adou Thiero1,F,21,"6' 8""",220 lbs,Arkansas,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Jarred Vanderbilt2,F,26,"6' 8""",214 lbs,Kentucky,"$11,571,429",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Gabe Vincent7,G,29,"6' 2""",200 lbs,UC Santa Barbara,"$11,500,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers,Pacific,Western
,Grayson Allen8,G,30,"6' 3""",198 lbs,Duke,"$16,875,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Devin Booker1,G,28,"6' 5""",206 lbs,Kentucky,"$53,142,264",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Koby Brea14,G,22,"6' 5""",215 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Dillon Brooks3,F,29,"6' 7""",225 lbs,Oregon,"$22,124,110",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Ryan Dunn0,F,22,"6' 7""",216 lbs,Virginia,"$2,657,760",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Rasheer Fleming20,F,21,"6' 9""",240 lbs,Saint Joseph's,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Collin Gillespie12,G,26,"6' 1""",195 lbs,Villanova,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Jordan Goodwin23,G,27,"6' 3""",215 lbs,Saint Louis,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Jalen Green4,G,23,"6' 4""",186 lbs,--,"$33,548,499",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Nigel Hayes-Davis21,F,30,"6' 7""",254 lbs,Wisconsin,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,CJ Huntley22,F,23,"6' 9""",190 lbs,App State,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Oso Ighodaro11,F,23,"6' 11""",235 lbs,Marquette,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Isaiah Livers18,F,27,"6' 6""",232 lbs,Michigan,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Khaman Maluach10,C,19,"7' 1""",250 lbs,Duke,"$6,016,080",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Royce O'Neale00,F,32,"6' 6""",226 lbs,Baylor,"$10,125,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Nick Richards2,C,27,"6' 11""",245 lbs,Kentucky,"$5,000,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Mark Williams15,C,23,"7' 1""",240 lbs,Duke,"$6,276,531",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns,Pacific,Western
,Dylan Cardwell32,C,23,"6' 10""",255 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Devin Carter22,G,23,"6' 2""",195 lbs,Providence,"$4,923,720",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Nique Clifford5,G,23,"6' 5""",175 lbs,Colorado State,"$3,108,120",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,DeMar DeRozan10,G,36,"6' 6""",220 lbs,USC,"$24,570,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Keon Ellis23,G,25,"6' 4""",175 lbs,Alabama,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Drew Eubanks19,F,28,"6' 10""",245 lbs,Oregon State,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Isaac Jones3,C,25,"6' 8""",245 lbs,Washington State,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Zach LaVine8,G,30,"6' 5""",200 lbs,UCLA,"$47,499,660",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Doug McDermott7,F,33,"6' 7""",225 lbs,Creighton,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Malik Monk0,G,27,"6' 3""",200 lbs,Kentucky,"$18,797,618",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Keegan Murray13,F,25,"6' 8""",225 lbs,Iowa,"$11,144,093",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Daeqwon Plowden29,G,27,"6' 6""",216 lbs,Bowling Green,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Maxime Raynaud42,C,22,"7' 1""",250 lbs,Stanford,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Domantas Sabonis11,F,29,"6' 10""",240 lbs,Gonzaga,"$43,636,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Dario Saric9,F,31,"6' 10""",225 lbs,--,"$5,426,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Dennis Schroder17,G,32,"6' 1""",175 lbs,--,"$14,104,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Isaiah Stevens24,G,24,"5' 11""",185 lbs,Colorado State,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Russell Westbrook4,G,36,"6' 4""",200 lbs,UCLA,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings,Pacific,Western
,Max Christie00,G,22,"6' 5""",190 lbs,Michigan State,"$7,714,286",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Moussa Cisse30,C,23,"6' 11""",220 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Anthony Davis3,F,32,"6' 10""",253 lbs,Kentucky,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Dante Exum0,G,30,"6' 5""",214 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Cooper Flagg32,F,18,"6' 9""",205 lbs,Duke,"$14,386,320",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Daniel Gafford21,F,27,"6' 10""",265 lbs,Arkansas,"$14,386,320",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Jaden Hardy1,G,23,"6' 3""",198 lbs,--,"$6,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Kyrie Irving11,G,33,"6' 2""",195 lbs,Duke,"$36,566,002",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Miles Kelly14,G,22,"6' 4""",190 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Dereck Lively II2,C,21,"7' 1""",230 lbs,Duke,"$5,253,360",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Naji Marshall13,F,27,"6' 6""",220 lbs,Xavier,"$9,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Caleb Martin16,F,30,"6' 5""",205 lbs,Nevada,"$9,594,044",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Ryan Nembhard9,G,22,"5' 11""",180 lbs,Gonzaga,--,https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Dwight Powell7,F,34,"6' 10""",240 lbs,Stanford,"$4,000,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,D'Angelo Russell5,G,29,"6' 3""",193 lbs,Ohio State,"$5,685,000",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Klay Thompson31,G,35,"6' 5""",220 lbs,Washington State,"$16,666,667",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,P.J. Washington25,F,27,"6' 7""",230 lbs,Kentucky,"$14,152,174",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Brandon Williams10,G,25,"6' 1""",190 lbs,Arizona,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/dal/dallas-mavericks,dallas-mavericks,Southwest,Western
,Steven Adams12,C,32,"6' 11""",265 lbs,Pittsburgh,"$14,130,434",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Clint Capela30,C,31,"6' 10""",256 lbs,--,"$6,700,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Isaiah Crawford27,F,23,"6' 6""",220 lbs,Louisiana Tech,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,JD Davison4,G,23,"6' 1""",195 lbs,Alabama,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Kevin Durant7,F,37,"6' 11""",240 lbs,Texas,"$54,708,609",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Tari Eason17,F,24,"6' 8""",215 lbs,LSU,"$5,675,766",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Dorian Finney-Smith2,F,32,"6' 7""",220 lbs,Florida,"$12,700,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Jeff Green32,F,39,"6' 8""",235 lbs,Georgetown,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Kevon Harris00,G,28,"6' 5""",216 lbs,Stephen F. Austin,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Aaron Holiday0,G,29,"6' 0""",185 lbs,UCLA,--,https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
,Josh Okogie20,G,27,"6' 4""",213 lbs,Georgia Tech,"$7,750,000",https://www.espn.com/nba/team/roster/_/name/hou/houston-rockets,houston-rockets,Southwest,Western
