Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team,Division,Conference
,Obi Toppin1,F,27,"6' 9""",220 lbs,Dayton,"$14,000,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers,Central,Eastern
,Jarace Walker5,F,22,"6' 7""",235 lbs,Houston,"$6,665,520",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers,Central,Eastern
,James Wiseman11,C,24,"6' 11""",240 lbs,Memphis,"$2,667,947",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers,Central,Eastern
,Alex Antetokounmpo29,F,24,"6' 8""",214 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Giannis Antetokounmpo34,F,30,"6' 11""",243 lbs,--,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Thanasis Antetokounmpo43,F,33,"6' 7""",219 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Cole Anthony50,G,25,"6' 2""",185 lbs,North Carolina,"$13,100,000",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Amir Coffey17,G,28,"6' 7""",210 lbs,Minnesota,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,AJ Green20,G,26,"6' 4""",190 lbs,Northern Iowa,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Gary Harris11,G,31,"6' 4""",210 lbs,Michigan State,"$3,634,153",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Andre Jackson Jr.44,G,23,"6' 6""",209 lbs,UConn,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Kyle Kuzma18,F,30,"6' 8""",221 lbs,Utah,"$21,810,605",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Pete Nance35,F,25,"6' 9""",225 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Kevin Porter Jr.7,G,25,"6' 5""",203 lbs,USC,"$5,134,000",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Bobby Portis9,F,30,"6' 9""",250 lbs,Arkansas,"$13,580,247",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Taurean Prince12,F,31,"6' 6""",218 lbs,Baylor,"$3,303,774",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Ryan Rollins13,G,23,"6' 3""",180 lbs,Toledo,"$4,000,000",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Mark Sears19,G,23,"6' 0""",185 lbs,Alabama,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Jericho Sims00,C,27,"6' 10""",250 lbs,Texas,"$2,461,463",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Gary Trent Jr.5,G,26,"6' 5""",204 lbs,Duke,"$3,697,105",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Myles Turner3,C,29,"6' 11""",250 lbs,Texas,"$25,318,251",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks,Central,Eastern
,Nickeil Alexander-Walker7,G,27,"6' 5""",205 lbs,Virginia Tech,"$15,161,800",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Dyson Daniels5,G,22,"6' 7""",199 lbs,--,"$7,707,709",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,N'Faly Dante12,C,24,"6' 11""",230 lbs,Oregon,"$2,048,494",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Nikola Durisic22,F,21,"6' 8""",214 lbs,--,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Mouhamed Gueye18,F,22,"6' 11""",210 lbs,Washington State,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Caleb Houstan33,G,22,"6' 8""",205 lbs,Michigan,"$2,187,451",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Jalen Johnson1,F,23,"6' 8""",219 lbs,Duke,"$30,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Luke Kennard3,G,29,"6' 5""",206 lbs,Duke,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Vit Krejci27,G,25,"6' 8""",195 lbs,--,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Eli John N'Diaye30,C,21,"6' 8""",209 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Asa Newell14,F,20,"6' 10""",220 lbs,Georgia,"$3,237,480",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Onyeka Okongwu17,F,24,"6' 10""",240 lbs,USC,"$15,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Kristaps Porzingis8,C,30,"7' 2""",240 lbs,--,"$30,731,707",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Zaccharie Risacher10,F,20,"6' 8""",200 lbs,--,"$13,197,720",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Jacob Toppin0,F,25,"6' 9""",200 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Keaton Wallace2,G,26,"6' 3""",185 lbs,UTSA,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,Trae Young11,G,27,"6' 2""",164 lbs,Oklahoma,"$45,997,800",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks,Southeast,Eastern
,LaMelo Ball1,G,24,"6' 7""",180 lbs,--,"$37,958,760",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Miles Bridges0,F,27,"6' 7""",225 lbs,Michigan State,"$25,000,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Pat Connaughton21,G,32,"6' 5""",209 lbs,Notre Dame,"$9,423,869",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Moussa Diabate14,F,23,"6' 10""",210 lbs,Michigan,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Josh Green10,G,24,"6' 6""",200 lbs,Arizona,"$13,666,667",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Sion James4,G,22,"6' 5""",220 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Ryan Kalkbrenner11,C,23,"7' 1""",256 lbs,Creighton,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Kon Knueppel7,G,20,"6' 6""",215 lbs,Duke,"$10,015,680",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Tre Mann23,G,24,"6' 4""",178 lbs,Florida,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Liam McNeeley33,G,20,"6' 7""",210 lbs,UConn,"$2,763,960",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Brandon Miller24,F,22,"6' 7""",200 lbs,Alabama,"$11,968,800",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Drew Peterson13,F,25,"6' 8""",205 lbs,USC,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Mason Plumlee22,C,35,"7' 0""",254 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Antonio Reeves12,G,24,"6' 5""",205 lbs,Kentucky,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Tidjane Salaun31,F,20,"6' 10""",207 lbs,--,"$7,863,240",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Collin Sexton8,G,26,"6' 3""",190 lbs,Alabama,"$19,170,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,KJ Simpson25,G,23,"6' 2""",189 lbs,Colorado,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Grant Williams2,F,26,"6' 7""",236 lbs,Tennessee,"$13,645,500",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets,Southeast,Eastern
,Bam Adebayo13,C,28,"6' 9""",260 lbs,Kentucky,"$37,096,620",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Simone Fontecchio0,F,29,"6' 7""",220 lbs,--,"$8,307,692",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Myron Gardner15,F,24,"6' 5""",225 lbs,Little Rock,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Vladislav Goldin50,C,24,"7' 0""",255 lbs,Michigan,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Tyler Herro14,G,25,"6' 5""",205 lbs,Kentucky,"$31,000,000",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Kasparas Jakucionis25,G,19,"6' 5""",205 lbs,Illinois,"$3,658,800",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Jaime Jaquez Jr.11,F,24,"6' 6""",230 lbs,UCLA,"$3,861,600",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Keshad Johnson16,F,24,"6' 6""",230 lbs,Arizona,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Nikola Jovic5,F,22,"6' 10""",240 lbs,--,"$4,445,417",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Pelle Larsson9,G,24,"6' 5""",215 lbs,Arizona,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Davion Mitchell45,G,27,"6' 0""",210 lbs,Baylor,"$11,600,000",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Norman Powell24,G,32,"6' 4""",215 lbs,UCLA,"$20,482,758",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Terry Rozier2,G,31,"6' 1""",190 lbs,Louisville,"$26,643,031",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Dru Smith12,G,27,"6' 2""",200 lbs,Missouri,"$2,378,870",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Kel'el Ware7,C,21,"7' 0""",250 lbs,Indiana,"$4,443,360",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Andrew Wiggins22,F,30,"6' 7""",210 lbs,Kansas,"$28,223,214",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Jahmir Young17,G,25,"6' 0""",185 lbs,Maryland,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat,Southeast,Eastern
,Paolo Banchero5,F,22,"6' 10""",250 lbs,Duke,"$15,334,769",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Desmond Bane3,G,27,"6' 6""",215 lbs,TCU,"$36,725,670",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Goga Bitadze35,C,26,"6' 11""",250 lbs,--,"$8,333,333",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Anthony Black0,G,21,"6' 7""",200 lbs,Arkansas,"$7,970,280",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Jamal Cain8,F,26,"6' 7""",191 lbs,Oakland,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Wendell Carter Jr.34,C,26,"6' 10""",270 lbs,Duke,"$10,850,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Colin Castleton14,C,25,"6' 10""",250 lbs,Florida,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Tristan da Silva23,F,24,"6' 8""",217 lbs,Colorado,"$3,809,520",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Jett Howard13,G,22,"6' 8""",215 lbs,Michigan,"$5,529,720",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Jonathan Isaac1,F,28,"6' 10""",230 lbs,Florida State,"$15,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Tyus Jones2,G,29,"6' 0""",196 lbs,Duke,"$7,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Noah Penda93,F,20,"6' 7""",215 lbs,--,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Jase Richardson11,G,20,"6' 1""",180 lbs,Michigan State,"$2,983,320",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Orlando Robinson7,C,25,"6' 10""",235 lbs,Fresno State,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Jalen Suggs4,G,24,"6' 5""",205 lbs,Gonzaga,"$35,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Franz Wagner22,F,24,"6' 10""",220 lbs,Michigan,"$38,661,750",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Moritz Wagner21,F,28,"6' 11""",245 lbs,Michigan,"$5,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic,Southeast,Eastern
,Marvin Bagley III35,F,26,"6' 10""",235 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Malaki Branham8,G,22,"6' 4""",180 lbs,Ohio State,"$4,962,033",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Bub Carrington7,G,20,"6' 4""",190 lbs,Pittsburgh,"$4,677,600",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Justin Champagnie9,F,24,"6' 6""",206 lbs,Pittsburgh,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Sharife Cooper13,G,24,"6' 0""",176 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Bilal Coulibaly0,G,21,"6' 7""",195 lbs,--,"$7,275,600",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Kyshawn George18,F,21,"6' 8""",200 lbs,Miami,"$2,966,760",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Anthony Gill16,F,33,"6' 7""",230 lbs,Virginia,"$2,546,675",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,AJ Johnson4,G,20,"6' 5""",160 lbs,--,"$3,090,480",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Tre Johnson12,G,19,"6' 5""",190 lbs,Texas,"$8,237,640",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Corey Kispert24,F,26,"6' 6""",224 lbs,Gonzaga,"$13,975,000",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,CJ McCollum3,G,34,"6' 3""",190 lbs,Lehigh,"$30,666,666",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Khris Middleton22,F,34,"6' 7""",222 lbs,Texas A&M,"$33,926,296",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Will Riley27,G,19,"6' 9""",180 lbs,Illinois,"$3,512,520",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Alex Sarr20,C,20,"7' 0""",205 lbs,--,"$11,808,240",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Tristan Vukcevic00,F,22,"7' 0""",220 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Jamir Watkins5,G,24,"6' 6""",210 lbs,Florida State,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Cam Whitmore1,F,21,"6' 6""",230 lbs,Villanova,"$3,539,760",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards,Southeast,Eastern
,Tamar Bates7,G,22,"6' 4""",195 lbs,Missouri,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Christian Braun0,G,24,"6' 6""",220 lbs,Kansas,"$4,921,797",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Bruce Brown11,G,29,"6' 4""",202 lbs,Miami,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Aaron Gordon32,F,30,"6' 8""",235 lbs,Arizona,"$22,841,455",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Tim Hardaway Jr.10,G,33,"6' 5""",205 lbs,Michigan,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,DaRon Holmes II14,F,23,"6' 9""",225 lbs,Dayton,"$3,218,760",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Cameron Johnson23,F,29,"6' 8""",210 lbs,North Carolina,"$21,057,065",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Nikola Jokic15,C,30,"6' 11""",284 lbs,--,"$55,224,526",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Curtis Jones1,G,24,"6' 3""",195 lbs,Iowa State,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Spencer Jones21,F,24,"6' 7""",225 lbs,Stanford,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Jamal Murray27,G,28,"6' 4""",215 lbs,Kentucky,"$46,394,100",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Zeke Nnaji22,F,24,"6' 10""",240 lbs,Arizona,"$8,177,778",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Jalen Pickett24,G,26,"6' 2""",202 lbs,Siena,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Julian Strawther3,G,23,"6' 6""",205 lbs,Gonzaga,"$2,674,200",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Hunter Tyson5,F,25,"6' 8""",215 lbs,Clemson,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Jonas Valanciunas17,C,33,"6' 11""",265 lbs,--,"$10,395,000",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Peyton Watson8,G,23,"6' 8""",200 lbs,UCLA,"$4,356,476",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets,Northwest,Western
,Joan Beringer19,F,18,"6' 11""",230 lbs,--,"$4,201,080",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Jaylen Clark22,G,24,"6' 5""",205 lbs,UCLA,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Mike Conley10,G,38,"6' 1""",175 lbs,Ohio State,"$10,774,038",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Donte DiVincenzo0,G,28,"6' 4""",203 lbs,Villanova,"$11,990,000",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Rob Dillingham4,G,20,"6' 2""",175 lbs,Kentucky,"$6,576,120",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Anthony Edwards5,G,24,"6' 4""",225 lbs,Georgia,"$45,550,512",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Enrique Freeman25,F,25,"6' 9""",220 lbs,Akron,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Rudy Gobert27,C,33,"7' 1""",258 lbs,--,"$35,000,000",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Bones Hyland8,G,25,"6' 2""",169 lbs,VCU,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Joe Ingles7,F,38,"6' 8""",220 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Johnny Juzang33,G,24,"6' 7""",226 lbs,UCLA,"$2,840,518",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Jaden McDaniels3,F,25,"6' 9""",185 lbs,Washington,"$24,858,622",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Leonard Miller33,F,21,"6' 10""",220 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Julius Randle30,F,30,"6' 9""",250 lbs,Kentucky,"$30,864,198",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Naz Reid11,C,26,"6' 9""",264 lbs,LSU,"$21,551,724",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Terrence Shannon Jr.1,G,25,"6' 6""",215 lbs,Illinois,"$2,674,080",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Rocco Zikarsky44,C,19,"7' 3""",227 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves,Northwest,Western
,Brooks Barnhizer23,F,23,"6' 6""",230 lbs,Northwestern,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Branden Carlson15,C,26,"7' 0""",220 lbs,Utah,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Alex Caruso9,G,31,"6' 5""",186 lbs,Texas A&M,"$18,102,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Ousmane Dieng13,F,22,"6' 9""",185 lbs,--,"$6,670,882",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Luguentz Dort5,G,26,"6' 4""",220 lbs,Arizona State,"$18,222,222",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Shai Gilgeous-Alexander2,G,27,"6' 6""",195 lbs,Kentucky,"$38,333,050",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Isaiah Hartenstein55,C,27,"7' 0""",250 lbs,--,"$28,500,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Chet Holmgren7,C,23,"7' 1""",208 lbs,Gonzaga,"$13,731,368",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Isaiah Joe11,G,26,"6' 4""",165 lbs,Arkansas,"$12,362,338",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Ajay Mitchell25,G,23,"6' 4""",190 lbs,UC Santa Barbara,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Thomas Sorber12,C,19,"6' 9""",250 lbs,Georgetown,"$4,655,040",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
,Nikola Topic44,G,20,"6' 6""",200 lbs,--,"$5,182,920",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder,Northwest,Western
