Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team
,Tristen Newton13,G,24,"6' 5""",190 lbs,UConn,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Zyon Pullin,G,24,"6' 4""",206 lbs,Florida,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Julius Randle30,PF,30,"6' 9""",250 lbs,Kentucky,"$30,864,198",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Naz Reid11,C,26,"6' 9""",264 lbs,LSU,"$21,551,724",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Terrence Shannon Jr.1,G,25,"6' 6""",215 lbs,Illinois,"$2,674,080",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Rocco Zikarsky44,C,19,"7' 2""",227 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Zack Austin16,F,24,"6' 5""",216 lbs,Pittsburgh,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Brooks Barnhizer23,F,23,"6' 6""",230 lbs,Northwestern,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Branden Carlson15,C,26,"7' 0""",220 lbs,Utah,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Alex Caruso9,SG,31,"6' 5""",186 lbs,Texas A&M,"$18,102,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Ousmane Dieng13,F,22,"6' 9""",185 lbs,--,"$6,670,882",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Luguentz Dort5,G,26,"6' 4""",220 lbs,Arizona State,"$18,222,222",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Shai Gilgeous-Alexander2,PG,27,"6' 6""",195 lbs,Kentucky,"$38,333,050",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Jazian Gortman14,G,22,"6' 1""",175 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Isaiah Hartenstein55,C,27,"7' 0""",250 lbs,--,"$28,500,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Chet Holmgren7,PF,23,"7' 1""",208 lbs,Gonzaga,"$13,731,368",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Isaiah Joe11,SG,26,"6' 3""",165 lbs,Arkansas,"$12,362,338",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Malevy Leons17,F,26,"6' 9""",203 lbs,Bradley,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Ajay Mitchell25,G,23,"6' 5""",190 lbs,UC Santa Barbara,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Thomas Sorber12,C,19,"6' 10""",255 lbs,Georgetown,"$4,655,040",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Nikola Topic44,G,20,"6' 6""",200 lbs,--,"$5,182,920",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Cason Wallace22,G,21,"6' 3""",195 lbs,Kentucky,"$5,820,240",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Aaron Wiggins21,SG,26,"6' 5""",190 lbs,Maryland,"$10,102,802",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Jalen Williams8,F,24,"6' 5""",211 lbs,Santa Clara,"$6,580,997",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Jaylin Williams6,F,23,"6' 9""",240 lbs,Arkansas,"$8,450,794",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Kenrich Williams34,SF,30,"6' 6""",210 lbs,TCU,"$7,163,000",https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Chris Youngblood3,G,23,"6' 4""",221 lbs,Alabama,--,https://www.espn.com/nba/team/roster/_/name/okc/oklahoma-city-thunder,oklahoma-city-thunder
,Deni Avdija8,SF,24,"6' 9""",240 lbs,--,"$14,375,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Toumani Camara33,F,25,"6' 7""",229 lbs,Dayton,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Sidy Cissoko91,G,21,"6' 6""",200 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Donovan Clingan23,C,21,"7' 2""",280 lbs,UConn,"$7,178,400",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Javonte Cooke15,G,26,"6' 6""",182 lbs,Mars Hill,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Jerami Grant9,SF,31,"6' 7""",210 lbs,Syracuse,"$32,000,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Yang Hansen16,C,20,"7' 1""",260 lbs,--,"$4,422,360",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Scoot Henderson00,G,21,"6' 3""",206 lbs,--,"$10,748,040",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Jrue Holiday5,PG,35,"6' 4""",205 lbs,UCLA,"$32,400,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Damian Lillard0,PG,35,"6' 2""",195 lbs,Weber State,"$14,104,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Caleb Love2,G,24,"6' 4""",205 lbs,Arizona,--,https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Kris Murray24,F,25,"6' 8""",216 lbs,Iowa,"$3,132,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Duop Reath26,C,29,"6' 9""",245 lbs,LSU,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Rayan Rupert21,G,21,"6' 6""",195 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Shaedon Sharpe17,SG,22,"6' 5""",208 lbs,Kentucky,"$8,399,983",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Matisse Thybulle4,SG,28,"6' 5""",201 lbs,Washington,"$11,550,000",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Blake Wesley1,G,22,"6' 3""",185 lbs,Notre Dame,"$4,726,328",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Robert Williams III35,C,27,"6' 9""",249 lbs,Texas A&M,"$13,285,713",https://www.espn.com/nba/team/roster/_/name/por/portland-trail-blazers,portland-trail-blazers
,Max Abmas30,G,24,"6' 0""",175 lbs,Texas,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Kyle Anderson2,SF,32,"6' 9""",230 lbs,UCLA,"$9,219,512",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Ace Bailey19,G,19,"6' 8""",210 lbs,Rutgers,"$9,069,840",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Mo Bamba11,C,27,"7' 0""",231 lbs,Texas,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Walter Clayton Jr.13,G,22,"6' 3""",195 lbs,Florida,"$3,991,320",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Isaiah Collier8,G,21,"6' 3""",210 lbs,USC,"$2,638,200",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Steve Crowl25,C,24,"7' 0""",248 lbs,Wisconsin,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Kyle Filipowski22,F,21,"6' 11""",250 lbs,Duke,"$3,000,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Keyonte George3,G,21,"6' 4""",185 lbs,Baylor,"$4,278,960",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Elijah Harkless16,G,25,"6' 3""",195 lbs,UNLV,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Taylor Hendricks0,F,21,"6' 9""",215 lbs,UCF,"$6,127,080",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Walker Kessler24,C,24,"7' 0""",245 lbs,Auburn,"$4,878,938",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Kevin Love42,PF,37,"6' 8""",251 lbs,UCLA,"$4,150,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Lauri Markkanen23,PF,28,"7' 0""",240 lbs,Arizona,"$46,394,100",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Cam McGriff,F,28,"6' 7""",220 lbs,Oklahoma State,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Matthew Murrell15,G,23,"6' 4""",205 lbs,Ole Miss,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Svi Mykhailiuk10,SG,28,"6' 7""",205 lbs,Kansas,"$3,675,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Georges Niang31,SF,32,"6' 7""",230 lbs,Iowa State,"$8,200,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Jusuf Nurkic30,C,31,"7' 0""",290 lbs,--,"$19,375,000",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Brice Sensabaugh28,F,21,"6' 5""",235 lbs,Ohio State,"$2,693,760",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,John Tonje17,F,24,"6' 5""",218 lbs,Wisconsin,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Oscar Tshiebwe34,C,25,"6' 8""",255 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Cody Williams5,F,20,"6' 7""",190 lbs,Colorado,"$5,742,480",https://www.espn.com/nba/team/roster/_/name/utah/utah-jazz,utah-jazz
,Taran Armstrong1,G,23,"6' 5""",190 lbs,California Baptist,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Marques Bolden,C,27,"6' 10""",249 lbs,Duke,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Jimmy Butler III10,SF,36,"6' 7""",230 lbs,Marquette,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,L.J. Cryer40,G,24,"6' 1""",200 lbs,Houston,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Seth Curry31,SG,35,"6' 1""",185 lbs,Duke,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Stephen Curry30,PG,37,"6' 2""",185 lbs,Davidson,"$59,606,817",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Draymond Green23,PF,35,"6' 6""",230 lbs,Michigan State,"$25,892,857",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Buddy Hield7,SG,32,"6' 4""",220 lbs,Oklahoma,"$9,219,512",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Al Horford20,C,39,"6' 9""",240 lbs,Florida,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Trayce Jackson-Davis32,F,25,"6' 9""",245 lbs,Indiana,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Taevion Kinsey,G,25,"6' 5""",190 lbs,Marshall,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Jonathan Kuminga00,PF,23,"6' 7""",225 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,De'Anthony Melton8,SG,27,"6' 3""",200 lbs,USC,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Moses Moody4,SG,23,"6' 5""",211 lbs,Arkansas,"$11,574,074",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Gary Payton II0,SG,32,"6' 2""",195 lbs,Oregon State,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Brandin Podziemski2,G,22,"6' 4""",205 lbs,Santa Clara,"$3,687,960",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Quinten Post21,C,25,"7' 0""",238 lbs,Boston College,"$1,935,377",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Will Richard,G,22,"6' 4""",206 lbs,Florida,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Jackson Rowe44,F,28,"6' 7""",210 lbs,Cal State Fullerton,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Gui Santos15,F,23,"6' 6""",185 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Pat Spencer61,G,29,"6' 3""",205 lbs,Northwestern,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Alex Toohey22,F,21,"6' 8""",--,--,--,https://www.espn.com/nba/team/roster/_/name/gs/golden-state-warriors,golden-state-warriors
,Patrick Baldwin Jr.23,G,22,"6' 9""",220 lbs,Milwaukee,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Nicolas Batum33,PF,36,"6' 8""",230 lbs,--,"$5,601,600",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Bradley Beal0,SG,32,"6' 4""",207 lbs,Florida,"$53,666,270",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Bogdan Bogdanovic10,SG,33,"6' 5""",225 lbs,--,"$16,020,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Kobe Brown24,G,25,"6' 7""",250 lbs,Missouri,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Cam Christie12,G,20,"6' 6""",190 lbs,Minnesota,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,John Collins20,PF,28,"6' 9""",226 lbs,Wake Forest,"$26,580,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Kris Dunn8,G,31,"6' 3""",205 lbs,Providence,"$5,426,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Trentyn Flowers9,G,20,"6' 9""",185 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,James Harden1,SG,36,"6' 5""",220 lbs,Arizona State,"$39,182,692",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Derrick Jones Jr.5,SF,28,"6' 6""",210 lbs,UNLV,"$10,000,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Yanic Konan Niederhauser14,C,22,"7' 0""",250 lbs,Penn State,"$2,743,800",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Kawhi Leonard2,SF,34,"6' 7""",225 lbs,San Diego State,"$50,000,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Brook Lopez,C,37,"7' 1""",282 lbs,Stanford,"$8,750,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Jordan Miller11,G,25,"6' 5""",194 lbs,Miami,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Chris Paul3,PG,40,"6' 0""",175 lbs,Wake Forest,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,John Poulakidas,G,22,"6' 6""",205 lbs,Yale,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Jason Preston1,G,26,"6' 3""",181 lbs,Ohio,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Kobe Sanders4,G,23,"6' 9""",207 lbs,Nevada,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Jahmyl Telfort,F,24,"6' 7""",225 lbs,Butler,--,https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Ivica Zubac40,C,28,"7' 0""",240 lbs,--,"$18,102,000",https://www.espn.com/nba/team/roster/_/name/lac/la-clippers,la-clippers
,Deandre Ayton5,C,27,"7' 0""",252 lbs,Arizona,"$8,104,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Jarron Cumberland,G,28,"6' 5""",205 lbs,Cincinnati,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,RJ Davis99,G,23,"6' 0""",175 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Luka Doncic77,PG,26,"6' 6""",230 lbs,--,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Rui Hachimura28,PF,27,"6' 8""",230 lbs,Gonzaga,"$18,259,259",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Jaxson Hayes11,C,25,"7' 0""",220 lbs,Texas,"$3,449,324",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Bronny James9,G,21,"6' 2""",212 lbs,USC,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,LeBron James23,SF,40,"6' 9""",250 lbs,--,"$52,627,153",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Tevian Jones,F,25,"6' 7""",220 lbs,Southern Utah,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Kylor Kelley50,C,28,"7' 0""",230 lbs,Oregon State,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Maxi Kleber14,PF,33,"6' 10""",240 lbs,--,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Dalton Knecht4,G,24,"6' 6""",215 lbs,Tennessee,"$4,010,160",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Christian Koloko10,C,25,"7' 0""",220 lbs,Arizona,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Jake LaRavia12,F,23,"6' 7""",235 lbs,Wake Forest,"$6,000,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Chris Manon30,G,23,"6' 5""",215 lbs,Vanderbilt,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Augustas Marciulionis96,G,23,"6' 4""",200 lbs,Saint Mary's,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Austin Reaves15,SG,27,"6' 5""",197 lbs,Oklahoma,"$13,937,574",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Marcus Smart36,PG,31,"6' 3""",220 lbs,Oklahoma State,"$5,134,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Nick Smith Jr.,G,21,"6' 2""",185 lbs,Arkansas,"$2,710,680",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Adou Thiero1,F,--,"6' 8""",220 lbs,Arkansas,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Jarred Vanderbilt2,PF,26,"6' 8""",214 lbs,Kentucky,"$11,571,429",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Gabe Vincent7,PG,29,"6' 2""",200 lbs,UC Santa Barbara,"$11,500,000",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Anton Watson41,F,25,"6' 8""",225 lbs,Gonzaga,--,https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Nate Williams19,G,26,"6' 5""",205 lbs,Buffalo,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/lal/los-angeles-lakers,los-angeles-lakers
,Grayson Allen8,SG,30,"6' 4""",198 lbs,Duke,"$16,875,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Damion Baugh,SG,25,"6' 4""",194 lbs,TCU,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Devin Booker1,SG,28,"6' 6""",206 lbs,Kentucky,"$53,142,264",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Koby Brea14,G,22,"6' 6""",202 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Dillon Brooks3,SF,29,"6' 6""",225 lbs,Oregon,"$22,124,110",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Jared Butler25,SG,25,"6' 3""",193 lbs,Baylor,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,David Duke Jr.7,G,25,"6' 4""",204 lbs,Providence,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Ryan Dunn0,F,22,"6' 8""",216 lbs,Virginia,"$2,657,760",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Rasheer Fleming20,F,21,"6' 9""",240 lbs,Saint Joseph's,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Collin Gillespie12,G,26,"6' 1""",195 lbs,Villanova,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Jordan Goodwin23,G,26,"6' 4""",200 lbs,Saint Louis,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Jalen Green4,SG,23,"6' 4""",186 lbs,--,"$33,548,499",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Nigel Hayes-Davis21,F,30,"6' 8""",240 lbs,Wisconsin,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,CJ Huntley22,F,23,"6' 11""",221 lbs,App State,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Oso Ighodaro11,C,23,"7' 0""",235 lbs,Marquette,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Isaiah Livers18,PF,27,"6' 6""",232 lbs,Michigan,--,https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Khaman Maluach10,C,19,"7' 2""",250 lbs,Duke,"$6,016,080",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Royce O'Neale00,PF,32,"6' 6""",226 lbs,Baylor,"$10,125,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Nick Richards2,C,27,"7' 0""",245 lbs,Kentucky,"$5,000,000",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Mark Williams15,C,23,"7' 0""",240 lbs,Duke,"$6,276,531",https://www.espn.com/nba/team/roster/_/name/phx/phoenix-suns,phoenix-suns
,Daniel Batcho,F,23,"6' 11""",245 lbs,Louisiana Tech,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Dylan Cardwell32,C,23,"6' 11""",255 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Devin Carter22,G,23,"6' 2""",195 lbs,Providence,"$4,923,720",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Nique Clifford5,G,23,"6' 6""",200 lbs,Colorado State,"$3,108,120",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Terence Davis3,G,28,"6' 4""",201 lbs,Ole Miss,"$2,546,675",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,DeMar DeRozan10,SF,36,"6' 6""",220 lbs,USC,"$24,570,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Keon Ellis23,G,25,"6' 4""",175 lbs,Alabama,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Drew Eubanks19,PF,28,"6' 10""",245 lbs,Oregon State,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Isaac Jones3,C,25,"6' 9""",245 lbs,Washington State,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Zach LaVine8,SG,30,"6' 5""",200 lbs,UCLA,"$47,499,660",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Mitch Mascari,G,25,"6' 5""",200 lbs,Drake,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Doug McDermott7,SF,33,"6' 6""",225 lbs,Creighton,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Malik Monk0,SG,27,"6' 3""",200 lbs,Kentucky,"$18,797,618",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Keegan Murray13,SF,25,"6' 8""",225 lbs,Iowa,"$11,144,093",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Daeqwon Plowden29,G,27,"6' 6""",216 lbs,Bowling Green,--,https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Maxime Raynaud42,C,22,"7' 1""",250 lbs,Stanford,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Domantas Sabonis11,PF,29,"6' 10""",240 lbs,Gonzaga,"$43,636,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
,Dario Saric20,PF,31,"6' 10""",225 lbs,--,"$5,426,000",https://www.espn.com/nba/team/roster/_/name/sac/sacramento-kings,sacramento-kings
