Unnamed: 0,Name,POS,Age,HT,WT,College,Salary,TeamURL,Team
,Johnny Furphy12,F,20,"6' 7""",195 lbs,Kansas,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Tyrese Haliburton0,PG,25,"6' 5""",185 lbs,Iowa State,"$45,550,512",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Jay Huff32,C,28,"7' 1""",240 lbs,Virginia,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Isaiah Jackson22,SF,23,"6' 9""",205 lbs,Kentucky,"$7,000,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Quenton Jackson29,G,27,"6' 5""",180 lbs,Texas A&M,--,https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Kam Jones7,G,23,"6' 5""",200 lbs,Marquette,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Bennedict Mathurin00,SG,23,"6' 5""",210 lbs,Arizona,"$9,187,573",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,T.J. McConnell9,PG,33,"6' 1""",190 lbs,Arizona,"$10,200,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Gabe McGlothan41,F,26,"6' 7""",235 lbs,Grand Canyon,--,https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Andrew Nembhard2,PG,25,"6' 4""",191 lbs,Gonzaga,"$18,102,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Aaron Nesmith23,SF,25,"6' 6""",215 lbs,Vanderbilt,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Taelon Peter4,G,23,"6' 4""",185 lbs,Liberty,--,https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Ben Sheppard26,G,24,"6' 6""",190 lbs,Belmont,"$2,790,720",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Pascal Siakam43,PF,31,"6' 8""",245 lbs,New Mexico State,"$45,550,512",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Jalen Slawson18,F,25,"6' 7""",215 lbs,Furman,--,https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Obi Toppin1,PF,27,"6' 9""",220 lbs,Dayton,"$14,000,000",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Jarace Walker5,F,22,"6' 7""",235 lbs,Houston,"$6,665,520",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,James Wiseman11,C,24,"6' 11""",240 lbs,Memphis,"$2,667,947",https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers,indiana-pacers
,Giannis Antetokounmpo34,PF,30,"6' 11""",243 lbs,--,"$54,126,450",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Thanasis Antetokounmpo43,SF,33,"6' 7""",219 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Cole Anthony50,PG,25,"6' 2""",185 lbs,North Carolina,"$13,100,000",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Jamaree Bouyea15,G,26,"6' 2""",180 lbs,San Francisco,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Amir Coffey17,F,28,"6' 7""",210 lbs,Minnesota,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,AJ Green20,G,26,"6' 4""",190 lbs,Northern Iowa,"$2,301,587",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Gary Harris11,SG,31,"6' 4""",210 lbs,Michigan State,"$3,634,153",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Andre Jackson Jr.44,G,23,"6' 6""",209 lbs,UConn,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Kyle Kuzma0,SF,30,"6' 9""",221 lbs,Utah,"$21,810,605",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Chris Livingston24,F,21,"6' 6""",220 lbs,Kentucky,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Pete Nance35,F,25,"6' 10""",220 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Kevin Porter Jr.7,G,25,"6' 4""",203 lbs,USC,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Bobby Portis9,F,30,"6' 10""",250 lbs,Arkansas,"$13,580,247",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Taurean Prince12,PF,31,"6' 6""",218 lbs,Baylor,"$3,303,774",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Ryan Rollins13,G,23,"6' 3""",180 lbs,Toledo,"$4,000,000",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Cormac Ryan30,G,26,"6' 5""",195 lbs,North Carolina,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Mark Sears19,G,23,"6' 1""",185 lbs,Alabama,--,https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Jericho Sims00,C,26,"6' 10""",250 lbs,Texas,"$2,461,463",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Tyler Smith21,F,20,"6' 9""",220 lbs,--,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Gary Trent Jr.5,SG,26,"6' 5""",204 lbs,Duke,"$3,697,105",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Myles Turner3,C,29,"6' 11""",250 lbs,Texas,"$25,318,251",https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks,milwaukee-bucks
,Nickeil Alexander-Walker7,SG,27,"6' 5""",205 lbs,Virginia Tech,"$15,161,800",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Charles Bassey28,C,24,"6' 10""",230 lbs,Western Kentucky,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Dyson Daniels5,G,22,"6' 7""",199 lbs,--,"$7,707,709",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,N'Faly Dante12,C,23,"6' 11""",230 lbs,Oregon,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Nikola Djurisic22,F,21,"6' 7""",209 lbs,--,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Mouhamed Gueye18,F,22,"6' 10""",210 lbs,Washington State,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Caleb Houstan33,G,22,"6' 8""",205 lbs,Michigan,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Jalen Johnson1,SF,23,"6' 8""",219 lbs,Duke,"$30,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Luke Kennard3,SG,29,"6' 5""",206 lbs,Duke,"$11,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Vit Krejci27,G,25,"6' 8""",195 lbs,--,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Eli John N'Diaye30,C,21,"6' 8""",209 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Asa Newell14,F,20,"6' 11""",220 lbs,Georgia,"$3,237,480",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Onyeka Okongwu17,PF,24,"6' 10""",240 lbs,USC,"$15,000,000",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Kristaps Porzingis8,C,30,"7' 2""",240 lbs,--,"$30,731,707",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Zaccharie Risacher10,PF,20,"6' 8""",200 lbs,--,"$13,197,720",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Jacob Toppin0,F,25,"6' 8""",200 lbs,Kentucky,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Keaton Wallace2,G,26,"6' 3""",185 lbs,UTSA,--,https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Trae Young11,PG,27,"6' 1""",164 lbs,Oklahoma,"$45,997,800",https://www.espn.com/nba/team/roster/_/name/atl/atlanta-hawks,atlanta-hawks
,Ibou Badji41,C,22,"7' 1""",240 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,LaMelo Ball1,PG,24,"6' 7""",180 lbs,--,"$37,958,760",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Miles Bridges0,SF,27,"6' 7""",225 lbs,Michigan State,"$25,000,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Pat Connaughton21,SG,32,"6' 5""",209 lbs,Notre Dame,"$9,423,869",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Moussa Diabate14,F,23,"6' 9""",210 lbs,Michigan,"$2,270,735",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Spencer Dinwiddie26,PG,32,"6' 5""",215 lbs,Colorado,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Eric Dixon43,F,24,"6' 8""",259 lbs,Villanova,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Josh Green10,SG,24,"6' 5""",200 lbs,Arizona,"$13,666,667",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Sion James4,G,22,"6' 6""",220 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Ryan Kalkbrenner11,C,23,"7' 1""",270 lbs,Creighton,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Kon Knueppel7,G,20,"6' 7""",217 lbs,Duke,"$10,015,680",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Tre Mann23,PG,24,"6' 3""",178 lbs,Florida,"$8,000,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Liam McNeeley33,G,20,"6' 7""",210 lbs,UConn,"$2,763,960",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Brandon Miller24,F,22,"6' 7""",200 lbs,Alabama,"$11,968,800",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Drew Peterson13,F,25,"6' 9""",205 lbs,USC,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Mason Plumlee22,C,35,"6' 10""",254 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Antonio Reeves12,G,24,"6' 5""",205 lbs,Kentucky,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,DJ Rodman5,G,24,"6' 6""",225 lbs,USC,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Tidjane Salaun31,F,20,"6' 8""",207 lbs,--,"$7,863,240",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Collin Sexton8,G,26,"6' 3""",190 lbs,Alabama,"$19,170,000",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,KJ Simpson25,G,23,"6' 0""",189 lbs,Colorado,--,https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Grant Williams2,PF,26,"6' 6""",236 lbs,Tennessee,"$13,645,500",https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets,charlotte-hornets
,Precious Achiuwa8,PF,26,"6' 8""",243 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Bam Adebayo13,C,28,"6' 9""",255 lbs,Kentucky,"$37,096,620",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Dain Dainja42,F,23,"6' 9""",271 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Simone Fontecchio0,F,29,"6' 7""",209 lbs,--,"$8,307,692",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Myron Gardner15,F,24,"6' 6""",220 lbs,Little Rock,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Vladislav Goldin50,C,24,"7' 1""",250 lbs,Michigan,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Tyler Herro14,PG,25,"6' 5""",195 lbs,Kentucky,"$31,000,000",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Kasparas Jakucionis25,G,19,"6' 6""",200 lbs,Illinois,"$3,658,800",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Jaime Jaquez Jr.11,G,24,"6' 6""",225 lbs,UCLA,"$3,861,600",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Keshad Johnson16,F,24,"6' 7""",225 lbs,Arizona,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Nikola Jovic5,F,22,"6' 10""",205 lbs,--,"$4,445,417",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Pelle Larsson9,G,24,"6' 5""",215 lbs,Arizona,"$1,955,377",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Gabe Madsen,G,24,"6' 6""",202 lbs,Utah,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Davion Mitchell45,PG,27,"6' 0""",202 lbs,Baylor,"$11,600,000",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Norman Powell24,G,32,"6' 4""",215 lbs,UCLA,"$20,482,758",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Terry Rozier2,SG,31,"6' 1""",190 lbs,Louisville,"$26,643,031",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Dru Smith12,G,27,"6' 2""",203 lbs,Missouri,"$2,378,870",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Ethan Thompson55,G,26,"6' 5""",195 lbs,Oregon State,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Kel'el Ware7,C,21,"7' 0""",230 lbs,Indiana,"$4,443,360",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Andrew Wiggins22,SF,30,"6' 7""",197 lbs,Kansas,"$28,223,214",https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Jahmir Young17,G,25,"6' 1""",185 lbs,Maryland,--,https://www.espn.com/nba/team/roster/_/name/mia/miami-heat,miami-heat
,Paolo Banchero5,PF,22,"6' 10""",250 lbs,Duke,"$15,334,769",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Desmond Bane3,SG,27,"6' 5""",215 lbs,TCU,"$36,725,670",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Reece Beekman26,G,24,"6' 3""",190 lbs,Virginia,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Goga Bitadze35,C,26,"6' 10""",250 lbs,--,"$8,333,333",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Anthony Black0,G,21,"6' 7""",200 lbs,Arkansas,"$7,970,280",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jamal Cain8,F,26,"6' 6""",191 lbs,Oakland,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Wendell Carter Jr.34,C,26,"6' 10""",270 lbs,Duke,"$10,850,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Colin Castleton14,C,25,"6' 10""",250 lbs,Florida,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jalen Crutcher17,G,26,"6' 1""",165 lbs,Dayton,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Tristan da Silva23,F,24,"6' 8""",217 lbs,Colorado,"$3,809,520",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jett Howard13,G,22,"6' 6""",215 lbs,Michigan,"$5,529,720",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jonathan Isaac1,PF,28,"6' 10""",230 lbs,Florida State,"$15,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Tyus Jones2,PG,29,"6' 1""",196 lbs,Duke,"$7,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Alex Morales30,G,27,"6' 6""",180 lbs,Wagner,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Noah Penda93,F,20,"6' 7""",198 lbs,--,"$1,272,870",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Lester Quinones24,G,24,"6' 4""",208 lbs,Memphis,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jase Richardson11,G,19,"6' 3""",185 lbs,Michigan State,"$2,983,320",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Orlando Robinson7,C,25,"6' 10""",235 lbs,Fresno State,--,https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Jalen Suggs4,SG,24,"6' 5""",205 lbs,Gonzaga,"$35,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Franz Wagner22,SF,24,"6' 10""",220 lbs,Michigan,"$38,661,750",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Moritz Wagner21,C,28,"6' 11""",245 lbs,Michigan,"$5,000,000",https://www.espn.com/nba/team/roster/_/name/orl/orlando-magic,orlando-magic
,Marvin Bagley III35,F,26,"6' 10""",235 lbs,Duke,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Malaki Branham8,G,22,"6' 4""",180 lbs,Ohio State,"$4,962,033",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Bub Carrington7,G,20,"6' 4""",190 lbs,Pittsburgh,"$4,677,600",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Justin Champagnie9,SF,24,"6' 6""",206 lbs,Pittsburgh,"$2,349,578",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Sharife Cooper13,G,24,"6' 1""",176 lbs,Auburn,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Bilal Coulibaly0,SG,21,"6' 8""",195 lbs,--,"$7,275,600",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Kyshawn George18,F,21,"6' 8""",200 lbs,Miami,"$2,966,760",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Keshon Gilbert55,G,22,"6' 4""",200 lbs,Iowa State,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Anthony Gill16,PF,32,"6' 8""",230 lbs,Virginia,"$2,546,675",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,AJ Johnson4,G,20,"6' 5""",160 lbs,--,"$3,090,480",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Tre Johnson12,G,19,"6' 6""",190 lbs,Texas,"$8,237,640",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Dillon Jones33,G,23,"6' 5""",235 lbs,Weber State,"$2,753,280",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Corey Kispert24,SF,26,"6' 6""",224 lbs,Gonzaga,"$13,975,000",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,CJ McCollum3,SG,34,"6' 3""",190 lbs,Lehigh,"$30,666,666",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Khris Middleton32,SF,34,"6' 7""",222 lbs,Texas A&M,"$33,926,296",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Will Riley27,G,19,"6' 8""",180 lbs,Illinois,"$3,512,520",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Alex Sarr20,PF,20,"7' 0""",205 lbs,--,"$11,808,240",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Tristan Vukcevic00,PF,22,"7' 0""",220 lbs,--,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Jamir Watkins5,G,24,"6' 7""",210 lbs,Florida State,--,https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Cam Whitmore1,F,21,"6' 7""",230 lbs,Villanova,"$3,539,760",https://www.espn.com/nba/team/roster/_/name/wsh/washington-wizards,washington-wizards
,Tamar Bates7,G,22,"6' 5""",193 lbs,Missouri,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Christian Braun0,G,24,"6' 6""",220 lbs,Kansas,"$4,921,797",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Bruce Brown11,SF,29,"6' 4""",202 lbs,Miami,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Moses Brown6,C,25,"7' 2""",258 lbs,UCLA,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Kessler Edwards,F,25,"6' 7""",203 lbs,Pepperdine,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Aaron Gordon32,PF,30,"6' 8""",235 lbs,Arizona,"$22,841,455",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Tim Hardaway Jr.10,SF,33,"6' 5""",205 lbs,Michigan,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,DaRon Holmes II14,C,23,"6' 9""",236 lbs,Dayton,"$3,218,760",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Cameron Johnson23,SF,29,"6' 8""",210 lbs,North Carolina,"$21,057,065",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Nikola Jokic15,C,30,"6' 11""",284 lbs,--,"$55,224,526",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Curtis Jones25,G,24,"6' 6""",165 lbs,Iowa State,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Spencer Jones21,F,24,"6' 7""",225 lbs,Stanford,--,https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Jamal Murray27,PG,28,"6' 4""",215 lbs,Kentucky,"$46,394,100",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Zeke Nnaji22,PF,24,"6' 9""",240 lbs,Arizona,"$8,177,778",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Jalen Pickett24,G,25,"6' 2""",202 lbs,Siena,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Julian Strawther3,G,23,"6' 6""",205 lbs,Gonzaga,"$2,674,200",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Hunter Tyson5,F,25,"6' 8""",215 lbs,Clemson,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Jonas Valanciunas17,C,33,"6' 11""",265 lbs,--,"$10,395,000",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Peyton Watson8,F,23,"6' 7""",200 lbs,UCLA,"$4,356,476",https://www.espn.com/nba/team/roster/_/name/den/denver-nuggets,denver-nuggets
,Joan Beringer19,C,18,"6' 11""",230 lbs,--,"$4,201,080",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Jules Bernard14,G,25,"6' 6""",210 lbs,UCLA,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Jaylen Clark22,G,23,"6' 4""",205 lbs,UCLA,"$2,191,897",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Mike Conley10,PG,38,"6' 0""",175 lbs,Ohio State,"$10,774,038",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Donte DiVincenzo0,SG,28,"6' 4""",203 lbs,Villanova,"$11,990,000",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Rob Dillingham4,G,20,"6' 3""",175 lbs,Kentucky,"$6,576,120",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Anthony Edwards5,SG,24,"6' 4""",225 lbs,Georgia,"$45,550,512",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Enrique Freeman25,F,25,"6' 7""",225 lbs,Akron,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Rudy Gobert27,C,33,"7' 1""",258 lbs,--,"$35,000,000",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Bones Hyland8,PG,25,"6' 2""",169 lbs,VCU,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Joe Ingles7,SG,38,"6' 8""",220 lbs,--,"$2,296,274",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Alize Johnson24,F,29,"6' 8""",212 lbs,Missouri State,--,https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Johnny Juzang33,G,24,"6' 5""",226 lbs,UCLA,"$2,840,518",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Jaden McDaniels3,PF,25,"6' 9""",185 lbs,Washington,"$24,858,622",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
,Leonard Miller33,F,21,"6' 10""",220 lbs,--,"$2,221,677",https://www.espn.com/nba/team/roster/_/name/min/minnesota-timberwolves,minnesota-timberwolves
